video_id,video_url,date_time,pinned,views,likes,comments,caption,privacy
7016358904632200449,https://www.tiktok.com/@shawnlemuel/video/7016358904632200449,"Oct 8, 2021, 12:16 AM",No,7424,130,0,Lets do some brainwashing😉#stevengundry #tombilyeu #fyp #sg #sgtiktok #joyfullself,N/A
7016358405312875778,https://www.tiktok.com/@shawnlemuel/video/7016358405312875778,"Oct 8, 2021, 12:14 AM",No,26K,484,2,What happens during late night snacking 👀#stevengundry #tombilyeu #fyp #sg #joyfullself #sgtiktok,N/A
7016150625926827266,https://www.tiktok.com/@shawnlemuel/video/7016150625926827266,"Oct 7, 2021, 10:47 AM",No,112K,3157,62,There are leaders in all of us. Let's rise up during the right time 💯#fyp #lky #leekuanyew #sg #sgtiktok #joyfullself,N/A
7016141745314385154,https://www.tiktok.com/@shawnlemuel/video/7016141745314385154,"Oct 7, 2021, 10:13 AM",No,3116,35,0,There is a responsibility to our leadership. Let's rise up💯#tonyrobbins #fyp #sg #sgtiktok #joyfullself,N/A
7016139609197366529,https://www.tiktok.com/@shawnlemuel/video/7016139609197366529,"Oct 7, 2021, 10:05 AM",No,8080,102,0,Let's empower our team 💪💯#garyvee #fyp #sg #joyfullself #sgtiktok,N/A
7016138983998622978,https://www.tiktok.com/@shawnlemuel/video/7016138983998622978,"Oct 7, 2021, 10:02 AM",No,3391,68,1,Let's have faith in our team💯#stevejobs #sg #fyp #jfs #sgtiktok #joyfullself,N/A
7016137112030285057,https://www.tiktok.com/@shawnlemuel/video/7016137112030285057,"Oct 7, 2021, 9:55 AM",No,2271,34,0,Let's be personal leaders 😊💯#robinsharma #sg #sgtiktok #jfs #joyfullself #fyp,N/A
7015998473984036097,https://www.tiktok.com/@shawnlemuel/video/7015998473984036097,"Oct 7, 2021, 12:57 AM",No,121K,4282,42,The last method to destroy sadness... Let's keep holistically fit! 🧠❤️🚶#lky #sg #fyp #sgtiktok #jfs #joyfullself #leekuanyew,N/A
7015997421855460610,https://www.tiktok.com/@shawnlemuel/video/7015997421855460610,"Oct 7, 2021, 12:53 AM",No,2276,14,0,4th way to beat sad times. Let's get to know ourselves! 💯#edmylett #sg #jfs #fyp #sgtiktok #joyfullself,N/A
7015996763433618690,https://www.tiktok.com/@shawnlemuel/video/7015996763433618690,"Oct 7, 2021, 12:50 AM",No,2304,44,4,Third method to beat sadness. Let's get moving! 🚶#melrobbins #fyp #sg #jfs #sgtiktok #joyfullself,N/A
7015996235521821953,https://www.tiktok.com/@shawnlemuel/video/7015996235521821953,"Oct 7, 2021, 12:48 AM",No,1865,25,0,Second method to crush depression. Let's move confidently 😍#tonyrobbins #sg #fyp #sgtiktok #jfs #joyfullself,N/A
7015995662361840898,https://www.tiktok.com/@shawnlemuel/video/7015995662361840898,"Oct 7, 2021, 12:46 AM",No,2155,25,0,First method to crush depression #marisapeer #sg #jfs #sgtiktok #fyp #joyfullself,N/A
7015776959003184385,https://www.tiktok.com/@shawnlemuel/video/7015776959003184385,"Oct 6, 2021, 10:37 AM",No,103K,3189,11,Maybe it is true for some? Do comment below 😉#lky #sg #sgtiktok #jfs #joyfullself,N/A
7015776494001622274,https://www.tiktok.com/@shawnlemuel/video/7015776494001622274,"Oct 6, 2021, 10:36 AM",No,2273,29,0,Negativity is draining us. Let's be positive 😊#joyfullself #fyp #jfs #waynedryer #sg #sgtiktok,N/A
7015776135376096513,https://www.tiktok.com/@shawnlemuel/video/7015776135376096513,"Oct 6, 2021, 10:34 AM",No,1850,18,0,Let's start building something to give 😊#jfs #sg #waynedryer #sgtiktok #fyp #joyfullself,N/A
7015774928595176705,https://www.tiktok.com/@shawnlemuel/video/7015774928595176705,"Oct 6, 2021, 10:29 AM",No,1824,17,0,Let's attract the good things ☕#waynedryer #sg #fyp #jfs #sgtiktok #joyfullself,N/A
7015774544128527617,https://www.tiktok.com/@shawnlemuel/video/7015774544128527617,"Oct 6, 2021, 10:28 AM",No,1843,25,0,Let's keep open minded 🧠#waynedryer #jfs #sg #sgtiktok #fyp #joyfullself,N/A
7015579431087394049,https://www.tiktok.com/@shawnlemuel/video/7015579431087394049,"Oct 5, 2021, 9:51 PM",No,40K,1056,19,Let us be flexible and open minded 🔓💯#lky #sg #sgtiktok #fyp #jfs #joyfullself,N/A
7015578449637084417,https://www.tiktok.com/@shawnlemuel/video/7015578449637084417,"Oct 5, 2021, 9:47 PM",No,2735,45,1,Let's pave our way 🚝⚡#priyankachopra #sg #jfs #sgtiktok #joyfullself #fyp,N/A
7015577871620132098,https://www.tiktok.com/@shawnlemuel/video/7015577871620132098,"Oct 5, 2021, 9:45 PM",No,2408,30,0,It's okay to take risks 😉#sarablakely #fyp #sg #sgtiktok #jfs #joyfullself,N/A
7015577115491929345,https://www.tiktok.com/@shawnlemuel/video/7015577115491929345,"Oct 5, 2021, 9:42 PM",No,1691,22,0,People will love us for who we are❤️💯#priyankachopra #jfs #sg #sgtiktok #fyp #joyfullself,N/A
7015576155273104642,https://www.tiktok.com/@shawnlemuel/video/7015576155273104642,"Oct 5, 2021, 9:38 PM",No,2225,23,0,Let's learn from experience⚡#larryellison #jfs #sg #sgtiktok #fyp #joyfullself,N/A
7015575538836245761,https://www.tiktok.com/@shawnlemuel/video/7015575538836245761,"Oct 5, 2021, 9:36 PM",No,2076,26,0,Let's be confident in who we are 💯#priyankachopra #fyp #sg #sgtiktok #jfs #joyfullself,N/A
7015394428995030274,https://www.tiktok.com/@shawnlemuel/video/7015394428995030274,"Oct 5, 2021, 9:53 AM",No,21K,582,0,"Whatever our issues, there's always a solution 💯❤️#lky #sg #sgtiktok #fyp #joyfullself",N/A
7015393776617164033,https://www.tiktok.com/@shawnlemuel/video/7015393776617164033,"Oct 5, 2021, 9:50 AM",No,1934,19,0,Let's maximize our moments 💯☕#eckharttolle #fyp #sg #sgtiktok #joyfullself,N/A
7015384260437658882,https://www.tiktok.com/@shawnlemuel/video/7015384260437658882,"Oct 5, 2021, 9:13 AM",No,2669,30,0,What things do you love?❤️☕#sienfeld #jfs #joyfullself #fyp #sg #sgtiktok,N/A
7015383686572985601,https://www.tiktok.com/@shawnlemuel/video/7015383686572985601,"Oct 5, 2021, 9:11 AM",No,1649,16,0,We wish you great physical and mental energy ☕❤️💯#sienfeld #fyp #sg #sgtiktok #jfs #joyfullself,N/A
7015352292832480513,https://www.tiktok.com/@shawnlemuel/video/7015352292832480513,"Oct 5, 2021, 7:09 AM",No,1534,16,0,Use the brownian movement of molecules🤔🧐#jfs #joyfullself #positive #conan #sg #sgtiktok #fyp,N/A
7015212615551012097,https://www.tiktok.com/@shawnlemuel/video/7015212615551012097,"Oct 4, 2021, 10:07 PM",No,82K,2576,45,"If you're reading this, I sincerely believe that you will find your vein of gold ❤️💯#sgtiktok #fyp #sg #lky #joyfullself",N/A
7015212083142790402,https://www.tiktok.com/@shawnlemuel/video/7015212083142790402,"Oct 4, 2021, 10:05 PM",No,2631,59,0,"Sometimes, we've got to be our own parent ☕#fyp #jfs #melrobbins",N/A
7015194610750311682,https://www.tiktok.com/@shawnlemuel/video/7015194610750311682,"Oct 4, 2021, 8:57 PM",No,2367,54,0,A great reminder during pandemic times. RIP Mr. Myles❤️❤️ #positive #jfs #joyfullself #mylesmunroe #sg #sgtiktok #fyp,N/A
7015184179558108418,https://www.tiktok.com/@shawnlemuel/video/7015184179558108418,"Oct 4, 2021, 8:17 PM",No,1970,31,0,Every problem in life is a business💯💯❤️💪#mylesmunroe #jfs #joyfullself #sg #sgtiktok #fyp,N/A
7015181047222619394,https://www.tiktok.com/@shawnlemuel/video/7015181047222619394,"Oct 4, 2021, 8:05 PM",No,1799,27,0,"If you're reading this, I believe in your work ❤️💯#jfs #joyfullself #positive #mylesmunroe #fyp #sgtiktok #sg",N/A
7015176894832250113,https://www.tiktok.com/@shawnlemuel/video/7015176894832250113,"Oct 4, 2021, 7:49 PM",No,1651,16,4,"If you're reading this now, you are equipped to be successful ❤️💯#mylesmunroe #fyp #sgtiktok #sg",N/A
7015094813859040514,https://www.tiktok.com/@shawnlemuel/video/7015094813859040514,"Oct 4, 2021, 2:30 PM",No,286K,9444,121,Life advice from a nation builder 💯💯#lky #jfs #sg #sgtiktok #fyp #positive,N/A
7015057178906201346,https://www.tiktok.com/@shawnlemuel/video/7015057178906201346,"Oct 4, 2021, 12:04 PM",No,2463,19,0,"Deep down, we are all equal ☕ #squidgame #fyp",N/A
7015034600481197314,https://www.tiktok.com/@shawnlemuel/video/7015034600481197314,"Oct 4, 2021, 10:37 AM",No,2066,31,0,Just have fun! ❤️💯 #jfs #positive #hughjackman #fyp,N/A
7015023118641040641,https://www.tiktok.com/@shawnlemuel/video/7015023118641040641,"Oct 4, 2021, 9:52 AM",No,2107,35,2,"Succor failure, both are equally possible. Let's keep trying ❤️💪#jfs #positive #fyp #elon",N/A
7015011548942912769,https://www.tiktok.com/@shawnlemuel/video/7015011548942912769,"Oct 4, 2021, 9:07 AM",No,2142,28,0,How does #Conan cry wealthy tears? 😂 #fyp #positive #sgtiktok,N/A
7014865683179654401,https://www.tiktok.com/@shawnlemuel/video/7014865683179654401,"Oct 3, 2021, 11:41 PM",No,1828,30,0,Here's one method to satisfaction 😘#fyp #oprah #positive,N/A
7014796375292382465,https://www.tiktok.com/@shawnlemuel/video/7014796375292382465,"Oct 3, 2021, 7:12 PM",No,995K,56K,573,Words of wisdom #sgtiktok #sg #fyp,N/A
7003189858671938818,https://www.tiktok.com/@shawnlemuel/video/7003189858671938818,"Sep 2, 2021, 12:33 PM",No,1711,14,1,Experience is Queen👑,N/A
7003189629818014977,https://www.tiktok.com/@shawnlemuel/video/7003189629818014977,"Sep 2, 2021, 12:32 PM",No,1585,12,0,Let's be gracious ❤️,N/A
7003188807923223809,https://www.tiktok.com/@shawnlemuel/video/7003188807923223809,"Sep 2, 2021, 12:29 PM",No,1398,13,0,Mindfulness has Power 💥,N/A
7003183961660771586,https://www.tiktok.com/@shawnlemuel/video/7003183961660771586,"Sep 2, 2021, 12:10 PM",No,1292,11,0,Giving feels awesome 💪,N/A
7003183545204133122,https://www.tiktok.com/@shawnlemuel/video/7003183545204133122,"Sep 2, 2021, 12:08 PM",No,1214,12,0,Tag your partner 😳🙈,N/A
7003183237795171586,https://www.tiktok.com/@shawnlemuel/video/7003183237795171586,"Sep 2, 2021, 12:07 PM",No,1183,7,0,Stay safe though ❤️,N/A
7002789394994236674,https://www.tiktok.com/@shawnlemuel/video/7002789394994236674,"Sep 1, 2021, 10:39 AM",No,1095,6,0,"Sometimes, we scroll too much 📜",N/A
7002788717307956481,https://www.tiktok.com/@shawnlemuel/video/7002788717307956481,"Sep 1, 2021, 10:36 AM",No,1032,8,0,Rest is for a longer journey ❤️,N/A
7002788353783434497,https://www.tiktok.com/@shawnlemuel/video/7002788353783434497,"Sep 1, 2021, 10:35 AM",No,991,10,0,Nothing like endorphins 💪,N/A
6988049228647910657,https://www.tiktok.com/@shawnlemuel/video/6988049228647910657,"Jul 23, 2021, 5:20 PM",No,866,7,0,A mind hack 🤯 #fyp,N/A
6988047553501678850,https://www.tiktok.com/@shawnlemuel/video/6988047553501678850,"Jul 23, 2021, 5:13 PM",No,1074,11,0,A secret to #health 😉 #fyp,N/A
6988044617669184770,https://www.tiktok.com/@shawnlemuel/video/6988044617669184770,"Jul 23, 2021, 5:02 PM",No,876,11,0,Stay in the #positive 😉 #fyp,N/A
6987593705402223874,https://www.tiktok.com/@shawnlemuel/video/6987593705402223874,"Jul 22, 2021, 11:52 AM",No,812,12,0,Stuck at home thoughts... 🤔 #fyp #tiktok #quote #joy,N/A
6987587823985642753,https://www.tiktok.com/@shawnlemuel/video/6987587823985642753,"Jul 22, 2021, 11:29 AM",No,745,8,0,This is for you ❤️ #fyp #tiktok #quote,N/A
6987045988506668289,https://www.tiktok.com/@shawnlemuel/video/6987045988506668289,"Jul 21, 2021, 12:26 AM",No,749,6,0,Since we're stuck at home with them... Might as well spend time with them ❤️ #fyp #love #tiktok,N/A
6986513593541922049,https://www.tiktok.com/@shawnlemuel/video/6986513593541922049,"Jul 19, 2021, 2:01 PM",No,757,6,0,Fun is important! Enjoy and live happily ❤️❤️ #fyp #tiktok #quote #enjoy,N/A
6986507827338628353,https://www.tiktok.com/@shawnlemuel/video/6986507827338628353,"Jul 19, 2021, 1:38 PM",No,747,6,0,We can't stop some men from heading into ktv... #ktv #sg #sgtiktok,N/A
6984259836116471041,https://www.tiktok.com/@shawnlemuel/video/6984259836116471041,"Jul 13, 2021, 12:15 PM",No,865,13,0,Smile! Today is your day ❤️🎉 #happy #feeling #fyp #viral #fitness #health,N/A
